return_id,product_id,claim_id,claim_date,claim_qty,status
R04897,P0176,C04897,2025-04-24,5,Approved
R04898,P0183,C04898,2025-04-11,9,Approved
R04899,P0368,C04899,2025-02-16,2,Submitted
R04900,P0129,C04900,2025-03-01,1,Submitted
R04901,P0246,C04901,2025-04-09,5,Submitted
R04902,P0089,C04902,2025-04-12,4,Submitted
R04903,P0066,C04903,2025-03-20,4,Submitted
R04904,P0158,C04904,2025-05-01,2,Submitted
R04905,P0387,C04905,2025-02-16,3,Approved
R04906,P0378,C04906,2025-05-02,6,Submitted
R04907,P0149,C04907,2025-03-04,10,Submitted
R04908,P0473,C04908,2025-03-12,3,Submitted
R04909,P0340,C04909,2025-02-26,3,Approved
R04910,P0433,C04910,2025-04-27,4,Submitted
R04911,P0116,C04911,2025-03-12,7,Submitted
R04912,P0214,C04912,2025-04-20,2,Approved
R04913,P0469,C04913,2025-03-11,2,Submitted
R04914,P0446,C04914,2025-03-25,8,Submitted
R04915,P0481,C04915,2025-02-07,2,Approved
R04916,P0372,C04916,2025-02-19,1,Submitted
R04917,P0294,C04917,2025-03-26,4,Submitted
R04918,P0253,C04918,2025-04-19,5,Submitted
R04919,P0143,C04919,2025-03-04,5,Submitted
R04920,P0250,C04920,2025-03-13,4,Submitted
R04921,P0366,C04921,2025-03-27,9,Submitted
R04922,P0436,C04922,2025-03-24,5,Approved
R04923,P0463,C04923,2025-03-12,2,Submitted
R04924,P0302,C04924,2025-04-11,8,Submitted
R04925,P0025,C04925,2025-02-17,4,Submitted
R04926,P0277,C04926,2025-04-02,9,Approved
R04927,P0472,C04927,2025-02-11,5,Approved
R04928,P0377,C04928,2025-03-04,9,Submitted
R04929,P0378,C04929,2025-03-21,0,Submitted
R04930,P0389,C04930,2025-03-31,3,Submitted
R04931,P0070,C04931,2025-02-23,5,Submitted
R04932,P0113,C04932,2025-03-04,2,Submitted
R04933,P0363,C04933,2025-02-17,2,Submitted
R04934,P0112,C04934,2025-03-22,7,Submitted
R04935,P0364,C04935,2025-02-15,4,Submitted
R04936,P0303,C04936,2025-02-26,10,Submitted
R04937,P0471,C04937,2025-04-08,6,Submitted
R04938,P0452,C04938,2025-03-13,6,Submitted
R04939,P0091,C04939,2025-05-04,0,Approved
R04940,P0018,C04940,2025-03-29,2,Approved
R04941,P0149,C04941,2025-03-05,2,Rejected
R04942,P0476,C04942,2025-04-05,6,Submitted
R04943,P0227,C04943,2025-02-20,7,Submitted
R04944,P0214,C04944,2025-04-08,4,Approved
R04945,P0360,C04945,2025-04-09,3,Submitted
R04946,P0151,C04946,2025-04-07,7,Submitted
R04947,P0192,C04947,2025-04-26,7,Submitted
R04948,P0451,C04948,2025-02-16,5,Submitted
R04949,P0040,C04949,2025-03-28,4,Approved
R04950,P0242,C04950,2025-03-04,1,Approved
R04951,P0138,C04951,2025-02-13,8,Rejected
R04952,P0345,C04952,2025-03-15,5,Rejected
R04953,P0180,C04953,2025-03-04,2,Submitted
R04954,P0497,C04954,2025-03-15,9,Submitted
R04955,P0200,C04955,2025-04-02,8,Submitted
R04956,P0203,C04956,2025-04-09,8,Submitted
R04957,P0061,C04957,2025-03-30,0,Submitted
R04958,P0192,C04958,2025-04-25,3,Submitted
R04959,P0005,C04959,2025-03-05,2,Submitted
R04960,P0378,C04960,2025-04-04,5,Approved
R04961,P0237,C04961,2025-02-11,2,Submitted
R04962,P0181,C04962,2025-02-24,9,Submitted
R04963,P0311,C04963,2025-02-16,1,Submitted
R04964,P0037,C04964,2025-03-26,3,Approved
R04965,P0056,C04965,2025-04-12,6,Approved
R04966,P0443,C04966,2025-04-19,4,Submitted
R04967,P0237,C04967,2025-04-16,9,Rejected
R04968,P0358,C04968,2025-04-05,1,Submitted
R04969,P0349,C04969,2025-03-14,8,Approved
R04970,P0197,C04970,2025-03-09,1,Submitted
R04971,P0073,C04971,2025-04-04,1,Submitted
R04972,P0059,C04972,2025-03-22,1,Submitted
R04973,P0240,C04973,2025-02-25,9,Submitted
R04974,P0002,C04974,2025-04-26,4,Approved
R04975,P0449,C04975,2025-03-08,8,Approved
R04976,P0360,C04976,2025-04-17,7,Submitted
R04977,P0188,C04977,2025-04-08,3,Submitted
R04978,P0307,C04978,2025-04-29,6,Submitted
R04979,P0030,C04979,2025-05-01,9,Submitted
R04980,P0267,C04980,2025-04-14,5,Rejected
R04981,P0476,C04981,2025-04-25,5,Submitted
R04982,P0108,C04982,2025-05-11,2,Submitted
R04983,P0332,C04983,2025-04-04,5,Rejected
R04984,P0423,C04984,2025-03-31,3,Submitted
R04985,P0090,C04985,2025-03-26,5,Submitted
R04986,P0205,C04986,2025-04-27,4,Submitted
R04987,P0379,C04987,2025-04-20,6,Submitted
R04988,P0456,C04988,2025-02-10,4,Submitted
R04989,P0447,C04989,2025-05-01,6,Submitted
R04990,P0448,C04990,2025-05-04,10,Approved
R04991,P0445,C04991,2025-02-02,3,Approved
R04992,P0381,C04992,2025-03-29,5,Approved
R04993,P0438,C04993,2025-05-09,9,Approved
R04994,P0220,C04994,2025-02-19,2,Submitted
R04995,P0378,C04995,2025-02-27,9,Submitted
R04996,P0094,C04996,2025-02-07,0,Approved
R04997,P0457,C04997,2025-03-12,3,Submitted
R04998,P0103,C04998,2025-04-02,3,Submitted
R04999,P0223,C04999,2025-04-01,3,Submitted
R05000,P0186,C05000,2025-04-08,7,Approved
R05001,P0469,C05001,2025-03-17,8,Submitted
R05002,P0184,C05002,2025-03-21,8,Submitted
R05003,P0495,C05003,2025-02-27,0,Submitted
R05004,P0162,C05004,2025-02-22,2,Approved
R05005,P0247,C05005,2025-02-23,8,Submitted
R05006,P0031,C05006,2025-03-28,3,Submitted
R05007,P0052,C05007,2025-04-26,4,Approved
R05008,P0345,C05008,2025-03-10,10,Approved
R05009,P0076,C05009,2025-03-15,4,Submitted
R05010,P0385,C05010,2025-02-28,7,Submitted
R05011,P0439,C05011,2025-04-26,2,Submitted
R05012,P0278,C05012,2025-02-18,2,Rejected
R05013,P0040,C05013,2025-02-08,8,Submitted
R05014,P0101,C05014,2025-04-04,8,Submitted
R05015,P0111,C05015,2025-02-20,7,Submitted
R05016,P0385,C05016,2025-04-30,7,Approved
R05017,P0321,C05017,2025-04-02,8,Approved
R05018,P0249,C05018,2025-05-02,2,Submitted
R05019,P0191,C05019,2025-02-23,2,Submitted
R05020,P0490,C05020,2025-02-22,4,Rejected
R05021,P0182,C05021,2025-04-19,6,Approved
R05022,P0426,C05022,2025-04-25,5,Rejected
R05023,P0405,C05023,2025-04-30,3,Approved
R05024,P0335,C05024,2025-04-13,9,Submitted
R05025,P0209,C05025,2025-05-03,7,Submitted
R05026,P0022,C05026,2025-04-01,6,Approved
R05027,P0166,C05027,2025-03-23,2,Submitted
R05028,P0099,C05028,2025-03-12,3,Submitted
R05029,P0493,C05029,2025-04-20,1,Submitted
R05030,P0208,C05030,2025-03-14,4,Rejected
R05031,P0008,C05031,2025-02-23,4,Submitted
R05032,P0190,C05032,2025-03-12,4,Submitted
R05033,P0175,C05033,2025-02-05,4,Approved
R05034,P0273,C05034,2025-03-20,2,Approved
R05035,P0017,C05035,2025-04-11,6,Rejected
R05036,P0090,C05036,2025-04-07,3,Submitted
R05037,P0141,C05037,2025-02-27,5,Submitted
R05038,P0145,C05038,2025-04-26,3,Submitted
R05039,P0166,C05039,2025-03-27,7,Rejected
R05040,P0337,C05040,2025-02-08,9,Submitted
R05041,P0496,C05041,2025-02-05,8,Approved
R05042,P0078,C05042,2025-03-22,9,Submitted
R05043,P0429,C05043,2025-03-08,3,Submitted
R05044,P0262,C05044,2025-04-04,3,Submitted
R05045,P0163,C05045,2025-05-03,8,Approved
R05046,P0366,C05046,2025-02-16,1,Rejected
R05047,P0014,C05047,2025-04-11,8,Approved
R05048,P0239,C05048,2025-03-25,4,Submitted
R05049,P0072,C05049,2025-04-28,7,Approved
R05050,P0445,C05050,2025-04-11,7,Approved
R05051,P0143,C05051,2025-02-28,7,Submitted
R05052,P0310,C05052,2025-03-25,2,Rejected
R05053,P0283,C05053,2025-03-26,1,Submitted
R05054,P0269,C05054,2025-03-30,6,Rejected
R05055,P0241,C05055,2025-03-04,3,Approved
R05056,P0415,C05056,2025-03-30,5,Submitted
R05057,P0245,C05057,2025-04-04,8,Submitted
R05058,P0163,C05058,2025-04-10,3,Submitted
R05059,P0060,C05059,2025-04-11,2,Submitted
R05060,P0006,C05060,2025-03-25,2,Submitted
R05061,P0197,C05061,2025-04-02,3,Approved
R05062,P0470,C05062,2025-04-07,7,Submitted
R05063,P0058,C05063,2025-05-01,2,Submitted
R05064,P0305,C05064,2025-03-22,7,Rejected
R05065,P0407,C05065,2025-02-04,7,Submitted
R05066,P0217,C05066,2025-03-14,7,Approved
R05067,P0418,C05067,2025-04-25,2,Submitted
R05068,P0026,C05068,2025-03-28,8,Approved
R05069,P0303,C05069,2025-03-05,8,Submitted
R05070,P0005,C05070,2025-03-10,8,Approved
R05071,P0474,C05071,2025-05-04,2,Approved
R05072,P0020,C05072,2025-03-04,6,Rejected
R05073,P0390,C05073,2025-02-26,6,Submitted
R05074,P0198,C05074,2025-04-11,10,Submitted
R05075,P0059,C05075,2025-04-02,5,Approved
R05076,P0448,C05076,2025-03-09,7,Submitted
R05077,P0242,C05077,2025-04-20,6,Submitted
R05078,P0146,C05078,2025-02-27,10,Submitted
R05079,P0388,C05079,2025-03-31,7,Submitted
R05080,P0273,C05080,2025-03-26,2,Submitted
R05081,P0249,C05081,2025-04-03,2,Submitted
R05082,P0014,C05082,2025-04-07,3,Submitted
R05083,P0462,C05083,2025-03-03,3,Submitted
R05084,P0013,C05084,2025-04-11,2,Submitted
R05085,P0391,C05085,2025-02-05,6,Approved
R05086,P0384,C05086,2025-03-18,8,Rejected
R05087,P0044,C05087,2025-02-16,4,Submitted
R05088,P0375,C05088,2025-02-08,3,Approved
R05089,P0399,C05089,2025-04-18,0,Rejected
R05090,P0019,C05090,2025-03-05,9,Approved
R05091,P0063,C05091,2025-04-02,3,Rejected
R05092,P0491,C05092,2025-03-07,8,Submitted
R05093,P0239,C05093,2025-03-05,3,Approved
R05094,P0492,C05094,2025-04-10,7,Approved
R05095,P0419,C05095,2025-04-05,8,Submitted
R05096,P0337,C05096,2025-05-02,6,Approved
R05097,P0419,C05097,2025-04-18,1,Submitted
R05098,P0403,C05098,2025-04-10,6,Submitted
R05099,P0404,C05099,2025-03-16,7,Submitted
R05100,P0100,C05100,2025-02-26,6,Approved
R05101,P0163,C05101,2025-04-16,2,Approved
R05102,P0416,C05102,2025-02-27,4,Submitted
R05103,P0122,C05103,2025-02-25,7,Submitted
R05104,P0432,C05104,2025-03-28,7,Submitted
R05105,P0044,C05105,2025-02-04,4,Submitted
R05106,P0360,C05106,2025-05-10,3,Approved
R05107,P0408,C05107,2025-04-30,8,Approved
R05108,P0317,C05108,2025-04-05,6,Approved
R05109,P0381,C05109,2025-04-21,10,Rejected
R05110,P0145,C05110,2025-04-24,6,Approved
R05111,P0327,C05111,2025-04-11,6,Submitted
R05112,P0363,C05112,2025-03-12,1,Submitted
R05113,P0050,C05113,2025-03-12,6,Submitted
R05114,P0065,C05114,2025-04-10,3,Submitted
R05115,P0355,C05115,2025-04-12,8,Approved
R05116,P0288,C05116,2025-02-24,3,Submitted
R05117,P0164,C05117,2025-04-01,10,Approved
R05118,P0141,C05118,2025-04-22,4,Submitted
R05119,P0454,C05119,2025-02-13,8,Approved
R05120,P0314,C05120,2025-03-04,9,Submitted
R05121,P0128,C05121,2025-04-20,3,Submitted
R05122,P0398,C05122,2025-02-10,2,Approved
R05123,P0421,C05123,2025-03-18,8,Approved
R05124,P0368,C05124,2025-03-16,7,Approved
R05125,P0463,C05125,2025-03-24,7,Approved
R05126,P0239,C05126,2025-04-29,3,Submitted
R05127,P0324,C05127,2025-04-26,3,Submitted
R05128,P0296,C05128,2025-02-28,4,Approved
R05129,P0187,C05129,2025-04-08,4,Submitted
R05130,P0208,C05130,2025-03-09,2,Approved
R05131,P0220,C05131,2025-03-03,4,Submitted
R05132,P0400,C05132,2025-03-27,7,Submitted
R05133,P0190,C05133,2025-03-15,10,Submitted
R05134,P0388,C05134,2025-03-06,4,Rejected
R05135,P0429,C05135,2025-04-19,5,Approved
R05136,P0346,C05136,2025-03-11,2,Approved
R05137,P0284,C05137,2025-03-11,7,Submitted
R05138,P0352,C05138,2025-03-30,2,Submitted
R05139,P0237,C05139,2025-05-08,9,Rejected
R05140,P0194,C05140,2025-02-12,3,Submitted
R05141,P0287,C05141,2025-03-21,8,Submitted
R05142,P0259,C05142,2025-03-06,3,Submitted
R05143,P0246,C05143,2025-04-19,7,Submitted
R05144,P0136,C05144,2025-04-01,7,Submitted
R05145,P0280,C05145,2025-04-04,2,Approved
R05146,P0271,C05146,2025-02-27,6,Rejected
R05147,P0171,C05147,2025-03-06,9,Submitted
R05148,P0159,C05148,2025-04-21,6,Submitted
R05149,P0201,C05149,2025-03-03,1,Approved
R05150,P0487,C05150,2025-04-02,4,Submitted
R05151,P0045,C05151,2025-03-16,2,Rejected
R05152,P0450,C05152,2025-04-07,6,Submitted
R05153,P0264,C05153,2025-02-25,7,Submitted
R05154,P0071,C05154,2025-04-12,1,Approved
R05155,P0364,C05155,2025-04-20,4,Approved
R05156,P0371,C05156,2025-03-28,9,Submitted
R05157,P0103,C05157,2025-04-08,8,Submitted
R05158,P0490,C05158,2025-05-05,4,Submitted
R05159,P0125,C05159,2025-03-09,8,Submitted
R05160,P0313,C05160,2025-02-06,6,Submitted
R05161,P0464,C05161,2025-02-04,5,Approved
R05162,P0483,C05162,2025-02-15,4,Submitted
R05163,P0286,C05163,2025-03-16,6,Submitted
R05164,P0458,C05164,2025-03-25,3,Approved
R05165,P0230,C05165,2025-04-04,0,Submitted
R05166,P0146,C05166,2025-03-07,3,Approved
R05167,P0370,C05167,2025-04-14,7,Approved
R05168,P0197,C05168,2025-02-26,7,Submitted
R05169,P0373,C05169,2025-02-05,8,Approved
R05170,P0221,C05170,2025-04-05,2,Submitted
R05171,P0423,C05171,2025-02-13,9,Approved
R05172,P0060,C05172,2025-03-31,5,Approved
R05173,P0098,C05173,2025-05-02,8,Approved
R05174,P0171,C05174,2025-02-25,7,Submitted
R05175,P0382,C05175,2025-04-01,4,Submitted
R05176,P0173,C05176,2025-02-18,3,Submitted
R05177,P0151,C05177,2025-05-01,7,Approved
R05178,P0453,C05178,2025-02-12,3,Rejected
R05179,P0350,C05179,2025-03-28,7,Submitted
R05180,P0390,C05180,2025-03-13,2,Submitted
R05181,P0440,C05181,2025-04-20,4,Approved
R05182,P0122,C05182,2025-04-02,5,Submitted
R05183,P0494,C05183,2025-04-21,9,Submitted
R05184,P0108,C05184,2025-02-23,3,Submitted
R05185,P0004,C05185,2025-02-14,8,Submitted
R05186,P0093,C05186,2025-02-19,8,Rejected
R05187,P0407,C05187,2025-03-06,6,Rejected
R05188,P0006,C05188,2025-04-08,2,Submitted
R05189,P0288,C05189,2025-02-12,9,Rejected
R05190,P0106,C05190,2025-03-22,1,Submitted
R05191,P0146,C05191,2025-05-04,4,Approved
R05192,P0271,C05192,2025-04-20,2,Submitted
R05193,P0424,C05193,2025-04-09,6,Approved
R05194,P0378,C05194,2025-04-04,8,Submitted
R05195,P0096,C05195,2025-04-20,5,Submitted
R05196,P0457,C05196,2025-02-25,4,Rejected
R05197,P0229,C05197,2025-04-13,4,Submitted
R05198,P0202,C05198,2025-03-04,7,Rejected
R05199,P0212,C05199,2025-02-09,7,Submitted
R05200,P0006,C05200,2025-03-15,0,Submitted
R05201,P0112,C05201,2025-05-08,1,Approved
R05202,P0376,C05202,2025-03-03,3,Submitted
R05203,P0379,C05203,2025-04-16,2,Submitted
R05204,P0447,C05204,2025-02-18,4,Submitted
R05205,P0323,C05205,2025-02-09,9,Submitted
R05206,P0106,C05206,2025-05-02,5,Submitted
R05207,P0139,C05207,2025-02-24,8,Submitted
R05208,P0299,C05208,2025-03-17,6,Approved
R05209,P0401,C05209,2025-04-07,6,Approved
R05210,P0096,C05210,2025-02-12,0,Rejected
R05211,P0388,C05211,2025-03-26,5,Approved
R05212,P0447,C05212,2025-03-16,8,Submitted
R05213,P0452,C05213,2025-04-05,4,Submitted
R05214,P0337,C05214,2025-02-19,3,Submitted
R05215,P0297,C05215,2025-03-20,7,Submitted
R05216,P0467,C05216,2025-02-26,2,Submitted
R05217,P0389,C05217,2025-02-08,8,Approved
R05218,P0416,C05218,2025-02-09,2,Approved
R05219,P0214,C05219,2025-04-13,6,Approved
R05220,P0454,C05220,2025-04-15,5,Submitted
R05221,P0291,C05221,2025-02-09,2,Submitted
R05222,P0022,C05222,2025-03-19,9,Approved
R05223,P0193,C05223,2025-04-09,2,Approved
R05224,P0468,C05224,2025-02-06,4,Approved
R05225,P0150,C05225,2025-02-05,3,Submitted
R05226,P0368,C05226,2025-03-11,5,Approved
R05227,P0247,C05227,2025-02-18,3,Approved
R05228,P0267,C05228,2025-03-05,8,Submitted
R05229,P0461,C05229,2025-03-14,3,Submitted
R05230,P0251,C05230,2025-02-07,3,Approved
R05231,P0490,C05231,2025-04-15,6,Submitted
R05232,P0003,C05232,2025-04-18,7,Approved
R05233,P0393,C05233,2025-03-25,8,Submitted
R05234,P0316,C05234,2025-03-19,3,Submitted
R05235,P0076,C05235,2025-04-16,4,Submitted
R05236,P0087,C05236,2025-04-22,5,Submitted
R05237,P0270,C05237,2025-02-08,4,Submitted
R05238,P0225,C05238,2025-02-24,0,Approved
R05239,P0018,C05239,2025-03-12,8,Approved
R05240,P0113,C05240,2025-04-14,5,Rejected
R05241,P0251,C05241,2025-04-18,2,Submitted
R05242,P0233,C05242,2025-02-17,4,Submitted
R05243,P0329,C05243,2025-03-26,5,Submitted
R05244,P0279,C05244,2025-05-07,8,Submitted
R05245,P0202,C05245,2025-03-12,5,Submitted
R05246,P0083,C05246,2025-03-01,2,Approved
R05247,P0125,C05247,2025-02-06,6,Submitted
R05248,P0175,C05248,2025-05-10,4,Submitted
R05249,P0069,C05249,2025-04-08,5,Submitted
R05250,P0047,C05250,2025-03-14,8,Submitted
R05251,P0372,C05251,2025-04-25,5,Approved
R05252,P0256,C05252,2025-03-13,3,Approved
R05253,P0215,C05253,2025-04-23,1,Submitted
R05254,P0030,C05254,2025-04-19,3,Approved
R05255,P0281,C05255,2025-03-01,0,Submitted
R05256,P0412,C05256,2025-02-23,8,Submitted
R05257,P0482,C05257,2025-03-24,1,Submitted
R05258,P0237,C05258,2025-05-05,4,Approved
R05259,P0248,C05259,2025-04-02,6,Submitted
R05260,P0368,C05260,2025-03-06,5,Submitted
R05261,P0495,C05261,2025-03-15,6,Submitted
R05262,P0025,C05262,2025-02-17,4,Submitted
R05263,P0074,C05263,2025-04-07,9,Approved
R05264,P0206,C05264,2025-03-24,7,Approved
R05265,P0490,C05265,2025-04-26,4,Approved
R05266,P0494,C05266,2025-03-14,0,Rejected
R05267,P0314,C05267,2025-02-23,3,Approved
R05268,P0094,C05268,2025-02-14,7,Submitted
R05269,P0375,C05269,2025-02-12,3,Submitted
R05270,P0127,C05270,2025-05-11,4,Submitted
R05271,P0425,C05271,2025-02-23,6,Submitted
R05272,P0025,C05272,2025-03-09,7,Submitted
R05273,P0334,C05273,2025-04-23,1,Approved
R05274,P0355,C05274,2025-04-07,7,Submitted
R05275,P0116,C05275,2025-03-22,2,Approved
R05276,P0048,C05276,2025-05-07,7,Submitted
R05277,P0226,C05277,2025-04-21,1,Submitted
R05278,P0266,C05278,2025-05-06,4,Submitted
R05279,P0099,C05279,2025-02-03,3,Submitted
R05280,P0459,C05280,2025-03-12,2,Submitted
R05281,P0011,C05281,2025-03-12,4,Submitted
R05282,P0085,C05282,2025-04-09,5,Submitted
R05283,P0405,C05283,2025-03-10,6,Submitted
R05284,P0214,C05284,2025-02-28,2,Approved
R05285,P0173,C05285,2025-04-08,4,Submitted
R05286,P0391,C05286,2025-03-29,6,Approved
R05287,P0209,C05287,2025-05-02,0,Submitted
R05288,P0448,C05288,2025-04-29,4,Submitted
R05289,P0382,C05289,2025-03-31,2,Approved
R05290,P0064,C05290,2025-04-17,1,Approved
R05291,P0258,C05291,2025-02-25,10,Approved
R05292,P0332,C05292,2025-02-12,6,Submitted
R05293,P0121,C05293,2025-04-14,5,Submitted
R05294,P0298,C05294,2025-03-23,3,Approved
R05295,P0466,C05295,2025-02-12,7,Submitted
R05296,P0054,C05296,2025-04-25,3,Rejected
R05297,P0331,C05297,2025-04-01,4,Submitted
R05298,P0272,C05298,2025-03-03,2,Submitted
R05299,P0241,C05299,2025-04-07,6,Submitted
R05300,P0243,C05300,2025-02-11,10,Approved
R05301,P0018,C05301,2025-04-04,5,Submitted
R05302,P0483,C05302,2025-04-30,5,Rejected
R05303,P0187,C05303,2025-04-24,5,Submitted
R05304,P0346,C05304,2025-02-13,3,Approved
R05305,P0144,C05305,2025-04-06,7,Submitted
R05306,P0262,C05306,2025-04-20,7,Approved
R05307,P0441,C05307,2025-02-14,3,Submitted
R05308,P0364,C05308,2025-04-18,7,Approved
R05309,P0491,C05309,2025-02-14,9,Submitted
R05310,P0431,C05310,2025-03-29,4,Submitted
R05311,P0239,C05311,2025-04-06,1,Submitted
R05312,P0304,C05312,2025-02-16,5,Approved
R05313,P0298,C05313,2025-02-22,3,Submitted
R05314,P0076,C05314,2025-03-09,4,Submitted
R05315,P0188,C05315,2025-04-21,7,Submitted
R05316,P0333,C05316,2025-04-10,9,Submitted
R05317,P0388,C05317,2025-03-12,5,Approved
R05318,P0487,C05318,2025-02-16,3,Submitted
R05319,P0246,C05319,2025-04-13,4,Submitted
R05320,P0130,C05320,2025-03-26,1,Submitted
R05321,P0474,C05321,2025-03-06,2,Submitted
R05322,P0315,C05322,2025-04-29,2,Submitted
R05323,P0411,C05323,2025-02-24,3,Submitted
R05324,P0283,C05324,2025-02-15,4,Submitted
R05325,P0079,C05325,2025-02-19,9,Submitted
R05326,P0072,C05326,2025-02-08,0,Approved
R05327,P0263,C05327,2025-03-04,5,Submitted
R05328,P0191,C05328,2025-04-20,6,Approved
R05329,P0367,C05329,2025-02-25,4,Submitted
R05330,P0375,C05330,2025-03-07,7,Approved
R05331,P0430,C05331,2025-02-22,2,Submitted
R05332,P0063,C05332,2025-02-23,9,Submitted
R05333,P0488,C05333,2025-03-30,2,Approved
R05334,P0380,C05334,2025-02-14,6,Approved
R05335,P0012,C05335,2025-04-16,4,Submitted
R05336,P0141,C05336,2025-04-06,9,Submitted
R05337,P0254,C05337,2025-03-10,3,Submitted
R05338,P0043,C05338,2025-02-16,5,Rejected
R05339,P0017,C05339,2025-04-22,10,Approved
R05340,P0063,C05340,2025-02-16,7,Submitted
R05341,P0253,C05341,2025-02-09,2,Approved
R05342,P0465,C05342,2025-04-29,1,Submitted
R05343,P0376,C05343,2025-04-09,1,Approved
R05344,P0292,C05344,2025-04-05,7,Submitted
R05345,P0469,C05345,2025-02-28,2,Submitted
R05346,P0008,C05346,2025-04-06,7,Submitted
R05347,P0325,C05347,2025-04-19,0,Rejected
R05348,P0090,C05348,2025-03-23,4,Approved
R05349,P0208,C05349,2025-02-19,3,Approved
R05350,P0292,C05350,2025-02-20,6,Submitted
R05351,P0284,C05351,2025-02-28,2,Submitted
R05352,P0118,C05352,2025-03-15,7,Submitted
R05353,P0349,C05353,2025-03-04,3,Approved
R05354,P0175,C05354,2025-02-23,3,Rejected
R05355,P0076,C05355,2025-04-08,8,Submitted
R05356,P0101,C05356,2025-03-27,10,Approved
R05357,P0414,C05357,2025-04-07,7,Approved
R05358,P0151,C05358,2025-04-01,1,Submitted
R05359,P0400,C05359,2025-02-13,1,Submitted
R05360,P0270,C05360,2025-04-21,7,Submitted
R05361,P0458,C05361,2025-03-01,7,Approved
R05362,P0071,C05362,2025-03-13,3,Approved
R05363,P0493,C05363,2025-03-29,10,Approved
R05364,P0180,C05364,2025-02-28,4,Approved
R05365,P0124,C05365,2025-05-07,3,Submitted
R05366,P0381,C05366,2025-04-30,4,Approved
R05367,P0293,C05367,2025-04-05,7,Approved
R05368,P0285,C05368,2025-04-23,10,Approved
R05369,P0195,C05369,2025-05-09,1,Submitted
R05370,P0399,C05370,2025-03-24,1,Rejected
R05371,P0228,C05371,2025-03-15,1,Approved
R05372,P0431,C05372,2025-03-31,5,Approved
R05373,P0430,C05373,2025-02-22,7,Rejected
R05374,P0436,C05374,2025-02-07,7,Submitted
R05375,P0275,C05375,2025-02-21,7,Approved
R05376,P0461,C05376,2025-02-21,4,Submitted
R05377,P0106,C05377,2025-04-18,5,Submitted
R05378,P0021,C05378,2025-05-03,9,Approved
R05379,P0064,C05379,2025-03-19,7,Submitted
R05380,P0165,C05380,2025-02-19,2,Submitted
R05381,P0027,C05381,2025-05-03,5,Rejected
R05382,P0311,C05382,2025-02-08,3,Submitted
R05383,P0500,C05383,2025-03-14,5,Rejected
R05384,P0285,C05384,2025-02-26,5,Submitted
R05385,P0148,C05385,2025-03-05,7,Submitted
R05386,P0281,C05386,2025-03-31,6,Submitted
R05387,P0326,C05387,2025-04-25,2,Approved
R05388,P0319,C05388,2025-03-18,4,Submitted
R05389,P0164,C05389,2025-02-15,4,Rejected
R05390,P0386,C05390,2025-02-15,7,Approved
R05391,P0406,C05391,2025-03-26,0,Approved
R05392,P0224,C05392,2025-02-24,8,Submitted
R05393,P0272,C05393,2025-02-12,2,Submitted
R05394,P0146,C05394,2025-03-25,4,Rejected
R05395,P0453,C05395,2025-02-14,6,Submitted
R05396,P0438,C05396,2025-03-04,3,Submitted
R05397,P0356,C05397,2025-03-21,7,Submitted
R05398,P0030,C05398,2025-04-03,6,Rejected
R05399,P0045,C05399,2025-03-16,7,Submitted
R05400,P0275,C05400,2025-04-17,4,Submitted
R05401,P0471,C05401,2025-04-24,3,Approved
R05402,P0034,C05402,2025-03-03,4,Rejected
R05403,P0141,C05403,2025-02-18,3,Submitted
R05404,P0427,C05404,2025-02-23,5,Submitted
R05405,P0318,C05405,2025-03-02,6,Submitted
R05406,P0374,C05406,2025-03-12,6,Submitted
R05407,P0221,C05407,2025-02-21,3,Submitted
R05408,P0356,C05408,2025-04-29,6,Submitted
R05409,P0022,C05409,2025-02-16,6,Submitted
R05410,P0180,C05410,2025-03-28,4,Submitted
R05411,P0436,C05411,2025-02-10,6,Submitted
R05412,P0367,C05412,2025-03-21,3,Rejected
R05413,P0420,C05413,2025-02-27,8,Submitted
R05414,P0329,C05414,2025-03-29,4,Submitted
R05415,P0231,C05415,2025-02-22,5,Submitted
R05416,P0499,C05416,2025-03-11,9,Submitted
R05417,P0403,C05417,2025-03-23,6,Approved
R05418,P0038,C05418,2025-02-20,3,Approved
R05419,P0070,C05419,2025-03-06,5,Submitted
R05420,P0116,C05420,2025-03-01,9,Approved
R05421,P0239,C05421,2025-03-07,9,Approved
R05422,P0335,C05422,2025-02-04,5,Submitted
R05423,P0441,C05423,2025-04-03,8,Submitted
R05424,P0148,C05424,2025-03-05,1,Approved
R05425,P0009,C05425,2025-02-12,9,Rejected
R05426,P0288,C05426,2025-03-23,7,Submitted
R05427,P0388,C05427,2025-03-17,10,Submitted
R05428,P0050,C05428,2025-04-17,5,Approved
R05429,P0338,C05429,2025-02-21,6,Submitted
R05430,P0005,C05430,2025-03-08,3,Approved
R05431,P0404,C05431,2025-02-25,4,Submitted
R05432,P0343,C05432,2025-04-22,0,Submitted
R05433,P0126,C05433,2025-04-29,4,Submitted
R05434,P0075,C05434,2025-05-03,1,Approved
R05435,P0165,C05435,2025-04-03,3,Submitted
R05436,P0278,C05436,2025-03-24,1,Approved
R05437,P0442,C05437,2025-02-23,2,Submitted
R05438,P0324,C05438,2025-03-18,4,Submitted
R05439,P0477,C05439,2025-03-22,6,Submitted
