return_id,order_id,product_id,return_date,reason,qty,supplier_id,product_name,cost_price,return_policy_days,claim_id,claim_date,claim_qty,status,order_date,days_since_order,within_policy,qty_match,reconciliation_status,mismatch_reason,return_week
R04799,O04799,P0486,2025-03-04,Wrong Item,7,S037,Order,451.57,48,C04799,2025-03-09,8,Approved,2025-02-11,21,True,False,Mismatched,Qty Mismatch,10
R04800,O04800,P0028,2025-03-07,Changed Mind,1,S049,Sense,261.97,85,C04800,2025-03-13,1,Approved,2025-01-24,42,True,True,Matched,No Issue,10
R04801,O04801,P0450,2025-03-22,Changed Mind,6,S047,Voice,50.92,47,C04801,2025-03-31,5,Approved,2025-02-01,49,False,False,Mismatched,Late & Qty Mismatch,12
R04802,O04802,P0038,2025-02-16,Changed Mind,3,S034,True,57.86,70,C04802,2025-02-23,4,Approved,2024-11-25,83,False,False,Mismatched,Late & Qty Mismatch,7
R04803,O04803,P0119,2025-03-28,Damaged,3,S010,Push,447.35,44,C04803,2025-03-30,2,Submitted,2025-03-10,18,True,False,Mismatched,Qty Mismatch,13
R04804,O04804,P0293,2025-02-18,Changed Mind,5,S004,Live,413.07,62,C04804,2025-02-25,5,Rejected,2024-11-20,90,False,True,Mismatched,Late Return,8
R04805,O04805,P0371,2025-02-12,Wrong Item,3,S008,Wind,59.38,59,C04805,2025-02-17,4,Submitted,2024-12-03,71,False,False,Mismatched,Late & Qty Mismatch,7
R04806,O04806,P0244,2025-04-13,Expired,4,S041,Woman,191.38,45,C04806,2025-04-18,4,Approved,2025-03-27,17,True,True,Matched,No Issue,15
R04807,O04807,P0068,2025-03-01,Damaged,3,S049,Bar,403.08,64,C04807,2025-03-03,2,Approved,2025-02-20,9,True,False,Mismatched,Qty Mismatch,9
R04808,O04808,P0214,2025-04-20,Defective,7,S010,Everyone,119.89,22,C04808,2025-04-25,7,Submitted,2025-03-02,49,False,True,Mismatched,Late Return,16
R04809,O04809,P0218,2025-04-06,Changed Mind,3,S022,Movement,375.78,39,C04809,2025-04-13,4,Rejected,2025-02-17,48,False,False,Mismatched,Late & Qty Mismatch,14
R04810,O04810,P0177,2025-02-26,Expired,4,S043,Product,348.56,36,C04810,2025-03-04,3,Submitted,2025-01-17,40,False,False,Mismatched,Late & Qty Mismatch,9
R04811,O04811,P0299,2025-02-09,Expired,2,S012,Against,315.22,82,C04811,2025-02-18,3,Submitted,2024-11-03,98,False,False,Mismatched,Late & Qty Mismatch,6
R04812,O04812,P0164,2025-04-21,Damaged,2,S046,Past,272.53,50,C04812,2025-04-30,1,Submitted,2025-04-07,14,True,False,Mismatched,Qty Mismatch,17
R04813,O04813,P0058,2025-03-07,Defective,9,S017,Pm,106.03,22,C04813,2025-03-13,9,Submitted,2024-11-08,119,False,True,Mismatched,Late Return,10
R04814,O04814,P0269,2025-04-17,Wrong Item,1,S036,Your,186.15,46,C04814,2025-04-19,1,Approved,2025-03-26,22,True,True,Matched,No Issue,16
R04815,O04815,P0308,2025-03-01,Expired,1,S013,Program,168.25,77,C04815,2025-03-10,2,Submitted,2024-12-16,75,True,False,Mismatched,Qty Mismatch,9
R04816,O04816,P0058,2025-03-21,Expired,1,S017,Pm,106.03,22,C04816,2025-03-23,2,Approved,2024-11-29,112,False,False,Mismatched,Late & Qty Mismatch,12
R04817,O04817,P0288,2025-02-17,Expired,3,S045,Rate,275.9,82,C04817,2025-02-21,4,Approved,2025-01-22,26,True,False,Mismatched,Qty Mismatch,8
R04818,O04818,P0465,2025-03-07,Expired,2,S044,Every,481.46,89,C04818,2025-03-11,1,Submitted,2025-03-02,5,True,False,Mismatched,Qty Mismatch,10
R04819,O04819,P0105,2025-02-05,Damaged,3,S027,Result,454.71,34,C04819,2025-02-13,2,Submitted,2025-01-13,23,True,False,Mismatched,Qty Mismatch,6
R04820,O04820,P0228,2025-02-20,Defective,5,S003,Decide,202.62,85,C04820,2025-02-28,6,Submitted,2024-11-27,85,True,False,Mismatched,Qty Mismatch,8
R04821,O04821,P0247,2025-02-10,Expired,9,S026,Theory,219.81,59,C04821,2025-02-19,8,Rejected,2025-02-02,8,True,False,Mismatched,Qty Mismatch,7
R04822,O04822,P0188,2025-03-19,Wrong Item,2,S022,Newspaper,282.05,87,C04822,2025-03-23,1,Approved,2025-01-05,73,True,False,Mismatched,Qty Mismatch,12
R04823,O04823,P0494,2025-04-14,Wrong Item,1,S015,Worker,102.18,29,C04823,2025-04-18,1,Submitted,2025-02-12,61,False,True,Mismatched,Late Return,16
R04824,O04824,P0083,2025-04-24,Changed Mind,6,S005,Drive,172.14,60,C04824,2025-04-29,6,Submitted,2025-02-17,66,False,True,Mismatched,Late Return,17
R04825,O04825,P0186,2025-02-15,Expired,3,S015,Pick,333.39,80,C04825,2025-02-22,3,Submitted,2024-12-08,69,True,True,Matched,No Issue,7
R04826,O04826,P0252,2025-03-04,Expired,7,S033,Effect,198.7,69,C04826,2025-03-09,8,Submitted,2024-12-05,89,False,False,Mismatched,Late & Qty Mismatch,10
R04827,O04827,P0355,2025-03-17,Expired,6,S014,Group,44.58,39,C04827,2025-03-22,6,Approved,2024-11-29,108,False,True,Mismatched,Late Return,12
R04828,O04828,P0238,2025-04-21,Expired,7,S008,A,21.91,73,C04828,2025-04-29,7,Approved,2025-02-03,77,False,True,Mismatched,Late Return,17
R04829,O04829,P0360,2025-03-01,Expired,5,S005,Dark,291.98,86,C04829,2025-03-01,4,Submitted,2024-11-22,99,False,False,Mismatched,Late & Qty Mismatch,9
R04830,O04830,P0184,2025-03-03,Wrong Item,1,S049,Image,439.9,87,C04830,2025-03-06,1,Approved,2025-01-21,41,True,True,Matched,No Issue,10
R04831,O04831,P0284,2025-04-12,Defective,3,S015,Sell,56.05,17,C04831,2025-04-21,2,Submitted,2025-02-12,59,False,False,Mismatched,Late & Qty Mismatch,15
R04832,O04832,P0385,2025-02-10,Defective,3,S002,With,370.18,55,C04832,2025-02-19,3,Submitted,2024-11-20,82,False,True,Mismatched,Late Return,7
R04833,O04833,P0426,2025-05-01,Changed Mind,7,S008,Former,279.27,36,C04833,2025-05-02,8,Approved,2025-03-15,47,False,False,Mismatched,Late & Qty Mismatch,18
R04834,O04834,P0210,2025-03-20,Wrong Item,3,S015,About,88.8,69,C04834,2025-03-28,4,Submitted,2025-01-24,55,True,False,Mismatched,Qty Mismatch,12
R04835,O04835,P0304,2025-05-02,Expired,5,S038,Discussion,322.34,57,C04835,2025-05-04,5,Submitted,2025-01-20,102,False,True,Mismatched,Late Return,18
R04836,O04836,P0296,2025-02-20,Defective,4,S033,Down,265.9,87,C04836,2025-03-01,4,Submitted,2024-11-26,86,True,True,Matched,No Issue,8
R04837,O04837,P0097,2025-02-05,Damaged,4,S038,Commercial,266.14,33,C04837,2025-02-06,4,Submitted,2025-02-01,4,True,True,Matched,No Issue,6
R04838,O04838,P0447,2025-03-08,Damaged,7,S006,International,493.14,21,C04838,2025-03-15,8,Submitted,2024-11-21,107,False,False,Mismatched,Late & Qty Mismatch,10
R04839,O04839,P0460,2025-04-20,Damaged,1,S033,Past,68.22,27,C04839,2025-04-23,0,Approved,2025-02-01,78,False,False,Mismatched,Late & Qty Mismatch,16
R04840,O04840,P0456,2025-02-12,Expired,7,S013,President,251.39,40,C04840,2025-02-13,6,Submitted,2024-11-11,93,False,False,Mismatched,Late & Qty Mismatch,7
R04841,O04841,P0472,2025-03-01,Expired,8,S042,Individual,485.24,81,C04841,2025-03-04,8,Submitted,2024-11-25,96,False,True,Mismatched,Late Return,9
R04842,O04842,P0208,2025-02-05,Changed Mind,3,S038,Coach,335.12,88,C04842,2025-02-11,4,Submitted,2024-12-14,53,True,False,Mismatched,Qty Mismatch,6
R04843,O04843,P0370,2025-04-19,Changed Mind,3,S040,Two,43.99,54,C04843,2025-04-25,2,Submitted,2025-03-13,37,True,False,Mismatched,Qty Mismatch,16
R04844,O04844,P0388,2025-04-21,Changed Mind,4,S040,Economic,96.95,67,C04844,2025-04-21,4,Submitted,2025-04-03,18,True,True,Matched,No Issue,17
R04845,O04845,P0422,2025-03-03,Damaged,6,S045,Simply,396.91,77,C04845,2025-03-03,7,Approved,2024-12-25,68,True,False,Mismatched,Qty Mismatch,10
R04846,O04846,P0492,2025-04-23,Expired,7,S001,Evidence,313.86,26,C04846,2025-04-25,8,Approved,2025-02-10,72,False,False,Mismatched,Late & Qty Mismatch,17
R04847,O04847,P0411,2025-02-11,Damaged,1,S022,Step,166.46,27,C04847,2025-02-12,0,Submitted,2024-12-03,70,False,False,Mismatched,Late & Qty Mismatch,7
R04848,O04848,P0137,2025-04-11,Changed Mind,4,S016,Development,264.21,55,C04848,2025-04-13,5,Approved,2025-03-19,23,True,False,Mismatched,Qty Mismatch,15
R04849,O04849,P0367,2025-04-10,Expired,7,S042,Family,480.98,62,C04849,2025-04-13,7,Submitted,2024-12-27,104,False,True,Mismatched,Late Return,15
R04850,O04850,P0400,2025-02-04,Wrong Item,2,S030,Able,379.73,56,C04850,2025-02-10,2,Submitted,2024-10-10,117,False,True,Mismatched,Late Return,6
R04851,O04851,P0184,2025-04-11,Defective,1,S049,Image,439.9,87,C04851,2025-04-12,0,Approved,2025-01-22,79,True,False,Mismatched,Qty Mismatch,15
R04852,O04852,P0076,2025-03-31,Defective,1,S026,High,367.21,68,C04852,2025-04-06,2,Approved,2024-12-21,100,False,False,Mismatched,Late & Qty Mismatch,14
R04853,O04853,P0287,2025-02-20,Changed Mind,6,S026,Remain,238.14,44,C04853,2025-02-24,5,Submitted,2025-02-11,9,True,False,Mismatched,Qty Mismatch,8
R04854,O04854,P0472,2025-02-20,Damaged,5,S042,Individual,485.24,81,C04854,2025-02-27,4,Submitted,2024-11-28,84,False,False,Mismatched,Late & Qty Mismatch,8
R04855,O04855,P0375,2025-02-27,Wrong Item,1,S032,Training,44.88,70,C04855,2025-03-06,2,Submitted,2025-02-07,20,True,False,Mismatched,Qty Mismatch,9
R04856,O04856,P0142,2025-03-21,Expired,3,S025,Serious,133.37,39,C04856,2025-03-25,2,Submitted,2024-12-01,110,False,False,Mismatched,Late & Qty Mismatch,12
R04857,O04857,P0237,2025-04-12,Damaged,7,S047,Why,147.58,86,C04857,2025-04-21,8,Submitted,2025-03-29,14,True,False,Mismatched,Qty Mismatch,15
R04858,O04858,P0025,2025-04-03,Changed Mind,9,S018,Agreement,233.47,40,C04858,2025-04-10,9,Approved,2025-01-30,63,False,True,Mismatched,Late Return,14
R04859,O04859,P0290,2025-02-26,Damaged,9,S005,Left,299.51,76,C04859,2025-03-06,8,Submitted,2025-02-14,12,True,False,Mismatched,Qty Mismatch,9
R04860,O04860,P0067,2025-02-16,Changed Mind,6,S001,Human,79.05,46,C04860,2025-02-22,7,Submitted,2024-10-24,115,False,False,Mismatched,Late & Qty Mismatch,7
R04861,O04861,P0250,2025-02-12,Defective,3,S006,Education,427.97,57,C04861,2025-02-17,4,Submitted,2024-10-22,113,False,False,Mismatched,Late & Qty Mismatch,7
R04862,O04862,P0408,2025-04-29,Defective,1,S027,Land,15.31,26,C04862,2025-05-05,2,Approved,2025-01-01,118,False,False,Mismatched,Late & Qty Mismatch,18
R04863,O04863,P0118,2025-03-24,Damaged,3,S017,Wish,101.42,88,C04863,2025-03-30,2,Submitted,2025-01-13,70,True,False,Mismatched,Qty Mismatch,13
R04864,O04864,P0490,2025-02-11,Wrong Item,2,S036,Different,446.23,39,C04864,2025-02-13,2,Submitted,2025-01-03,39,True,True,Matched,No Issue,7
R04865,O04865,P0073,2025-03-22,Expired,5,S031,Present,12.71,81,C04865,2025-03-27,4,Submitted,2025-03-15,7,True,False,Mismatched,Qty Mismatch,12
R04866,O04866,P0282,2025-03-23,Changed Mind,8,S038,Road,175.62,79,C04866,2025-03-28,8,Approved,2024-12-07,106,False,True,Mismatched,Late Return,12
R04867,O04867,P0404,2025-02-26,Expired,5,S029,Step,414.96,44,C04867,2025-03-06,4,Submitted,2024-10-30,119,False,False,Mismatched,Late & Qty Mismatch,9
R04868,O04868,P0448,2025-04-27,Defective,1,S008,Call,379.16,43,C04868,2025-04-27,0,Submitted,2025-01-13,104,False,False,Mismatched,Late & Qty Mismatch,17
R04869,O04869,P0360,2025-04-15,Wrong Item,3,S005,Dark,291.98,86,C04869,2025-04-21,2,Submitted,2025-03-09,37,True,False,Mismatched,Qty Mismatch,16
R04870,O04870,P0010,2025-03-25,Wrong Item,5,S046,Blue,356.96,31,C04870,2025-03-25,5,Submitted,2025-02-02,51,False,True,Mismatched,Late Return,13
R04871,O04871,P0211,2025-02-17,Expired,7,S025,Seven,278.88,61,C04871,2025-02-26,8,Submitted,2025-02-16,1,True,False,Mismatched,Qty Mismatch,8
R04872,O04872,P0323,2025-03-02,Defective,5,S020,Notice,333.5,55,C04872,2025-03-05,4,Submitted,2024-11-22,100,False,False,Mismatched,Late & Qty Mismatch,9
R04873,O04873,P0152,2025-04-23,Expired,5,S005,Character,127.39,24,C04873,2025-04-29,4,Submitted,2025-04-02,21,True,False,Mismatched,Qty Mismatch,17
R04874,O04874,P0005,2025-03-22,Damaged,7,S013,Face,86.45,89,C04874,2025-03-27,7,Approved,2024-11-24,118,False,True,Mismatched,Late Return,12
R04875,O04875,P0195,2025-02-06,Wrong Item,8,S002,Set,176.12,39,C04875,2025-02-11,7,Submitted,2024-10-12,117,False,False,Mismatched,Late & Qty Mismatch,6
R04876,O04876,P0442,2025-02-04,Wrong Item,8,S020,Physical,493.45,43,C04876,2025-02-08,9,Approved,2025-02-01,3,True,False,Mismatched,Qty Mismatch,6
R04877,O04877,P0283,2025-04-24,Damaged,7,S002,Deep,194.04,63,C04877,2025-04-30,8,Submitted,2025-03-04,51,True,False,Mismatched,Qty Mismatch,17
R04878,O04878,P0464,2025-02-06,Defective,3,S012,Worry,295.85,43,C04878,2025-02-14,3,Rejected,2024-10-19,110,False,True,Mismatched,Late Return,6
R04879,O04879,P0113,2025-03-08,Wrong Item,2,S017,Election,465.55,52,C04879,2025-03-13,2,Rejected,2025-03-02,6,True,True,Matched,No Issue,10
R04880,O04880,P0271,2025-02-09,Changed Mind,1,S031,Company,406.59,60,C04880,2025-02-18,2,Approved,2025-02-09,0,True,False,Mismatched,Qty Mismatch,6
R04881,O04881,P0163,2025-03-09,Changed Mind,6,S026,Water,320.43,67,C04881,2025-03-15,7,Rejected,2024-12-17,82,False,False,Mismatched,Late & Qty Mismatch,10
R04882,O04882,P0460,2025-04-06,Defective,9,S033,Past,68.22,27,C04882,2025-04-14,10,Submitted,2025-02-08,57,False,False,Mismatched,Late & Qty Mismatch,14
R04883,O04883,P0105,2025-04-23,Damaged,3,S027,Result,454.71,34,C04883,2025-04-29,3,Approved,2025-02-21,61,False,True,Mismatched,Late Return,17
R04884,O04884,P0181,2025-03-30,Expired,5,S036,Knowledge,177.12,50,C04884,2025-04-04,6,Submitted,2024-12-27,93,False,False,Mismatched,Late & Qty Mismatch,13
R04885,O04885,P0044,2025-04-05,Defective,9,S006,Knowledge,455.57,59,C04885,2025-04-07,10,Approved,2024-12-13,113,False,False,Mismatched,Late & Qty Mismatch,14
R04886,O04886,P0282,2025-03-14,Expired,9,S038,Road,175.62,79,C04886,2025-03-14,10,Submitted,2025-01-08,65,True,False,Mismatched,Qty Mismatch,11
R04887,O04887,P0175,2025-03-06,Defective,7,S047,Break,326.13,69,C04887,2025-03-15,6,Submitted,2025-01-11,54,True,False,Mismatched,Qty Mismatch,10
R04888,O04888,P0162,2025-03-03,Changed Mind,4,S012,Later,319.83,65,C04888,2025-03-11,4,Rejected,2024-11-07,116,False,True,Mismatched,Late Return,10
R04889,O04889,P0471,2025-02-19,Damaged,2,S008,Evidence,15.96,41,C04889,2025-02-25,2,Submitted,2025-02-07,12,True,True,Matched,No Issue,8
R04890,O04890,P0351,2025-04-11,Changed Mind,2,S008,Billion,256.54,90,C04890,2025-04-13,2,Approved,2025-03-15,27,True,True,Matched,No Issue,15
R04891,O04891,P0434,2025-04-15,Damaged,4,S027,Nice,59.55,31,C04891,2025-04-24,4,Approved,2025-04-02,13,True,True,Matched,No Issue,16
R04892,O04892,P0340,2025-02-09,Expired,1,S014,Lawyer,57.94,27,C04892,2025-02-17,0,Submitted,2025-02-07,2,True,False,Mismatched,Qty Mismatch,6
R04893,O04893,P0140,2025-04-26,Defective,4,S040,Our,486.17,31,C04893,2025-04-28,3,Submitted,2025-04-11,15,True,False,Mismatched,Qty Mismatch,17
R04894,O04894,P0471,2025-04-11,Wrong Item,6,S008,Evidence,15.96,41,C04894,2025-04-13,5,Submitted,2025-01-13,88,False,False,Mismatched,Late & Qty Mismatch,15
R04895,O04895,P0132,2025-03-25,Wrong Item,6,S047,Support,118.83,51,C04895,2025-03-31,5,Rejected,2025-02-08,45,True,False,Mismatched,Qty Mismatch,13
R04896,O04896,P0087,2025-02-10,Damaged,7,S048,Top,367.51,68,C04896,2025-02-11,6,Rejected,2024-10-23,110,False,False,Mismatched,Late & Qty Mismatch,7
R04897,O04897,P0176,2025-04-15,Damaged,5,S030,Claim,95.44,38,C04897,2025-04-24,5,Approved,2025-04-13,2,True,True,Matched,No Issue,16
R04898,O04898,P0183,2025-04-05,Changed Mind,9,S008,Attack,463.1,76,C04898,2025-04-11,9,Approved,2024-12-29,97,False,True,Mismatched,Late Return,14
R04899,O04899,P0368,2025-02-10,Wrong Item,2,S025,Maintain,453.62,42,C04899,2025-02-16,2,Submitted,2025-02-08,2,True,True,Matched,No Issue,7
R04900,O04900,P0129,2025-03-01,Changed Mind,2,S043,Drop,13.41,40,C04900,2025-03-01,1,Submitted,2025-01-20,40,True,False,Mismatched,Qty Mismatch,9
R04901,O04901,P0246,2025-03-31,Expired,4,S006,Unit,464.88,74,C04901,2025-04-09,5,Submitted,2025-03-03,28,True,False,Mismatched,Qty Mismatch,14
R04902,O04902,P0089,2025-04-11,Wrong Item,4,S023,Trial,444.73,69,C04902,2025-04-12,4,Submitted,2025-03-03,39,True,True,Matched,No Issue,15
R04903,O04903,P0066,2025-03-16,Expired,4,S004,Win,275.92,69,C04903,2025-03-20,4,Submitted,2025-02-26,18,True,True,Matched,No Issue,11
R04904,O04904,P0158,2025-04-28,Defective,1,S006,Nothing,383.19,78,C04904,2025-05-01,2,Submitted,2025-04-09,19,True,False,Mismatched,Qty Mismatch,18
R04905,O04905,P0387,2025-02-14,Changed Mind,4,S040,Time,148.2,59,C04905,2025-02-16,3,Approved,2025-01-25,20,True,False,Mismatched,Qty Mismatch,7
R04906,O04906,P0378,2025-04-23,Damaged,5,S023,Billion,21.4,47,C04906,2025-05-02,6,Submitted,2025-04-04,19,True,False,Mismatched,Qty Mismatch,17
R04907,O04907,P0149,2025-02-25,Wrong Item,9,S050,Who,35.22,26,C04907,2025-03-04,10,Submitted,2024-11-26,91,False,False,Mismatched,Late & Qty Mismatch,9
R04908,O04908,P0473,2025-03-06,Changed Mind,3,S049,Catch,31.15,70,C04908,2025-03-12,3,Submitted,2025-01-19,46,True,True,Matched,No Issue,10
R04909,O04909,P0340,2025-02-18,Damaged,3,S014,Lawyer,57.94,27,C04909,2025-02-26,3,Approved,2024-11-20,90,False,True,Mismatched,Late Return,8
R04910,O04910,P0433,2025-04-25,Defective,5,S002,Tonight,312.93,36,C04910,2025-04-27,4,Submitted,2025-03-13,43,False,False,Mismatched,Late & Qty Mismatch,17
R04911,O04911,P0116,2025-03-03,Wrong Item,6,S004,Hundred,437.02,58,C04911,2025-03-12,7,Submitted,2024-11-14,109,False,False,Mismatched,Late & Qty Mismatch,10
R04912,O04912,P0214,2025-04-20,Expired,3,S010,Everyone,119.89,22,C04912,2025-04-20,2,Approved,2024-12-28,113,False,False,Mismatched,Late & Qty Mismatch,16
R04913,O04913,P0469,2025-03-03,Defective,1,S005,Former,119.56,36,C04913,2025-03-11,2,Submitted,2024-12-05,88,False,False,Mismatched,Late & Qty Mismatch,10
R04914,O04914,P0446,2025-03-17,Damaged,8,S038,Easy,474.15,90,C04914,2025-03-25,8,Submitted,2025-03-16,1,True,True,Matched,No Issue,12
R04915,O04915,P0481,2025-02-07,Wrong Item,1,S022,Would,318.41,17,C04915,2025-02-07,2,Approved,2024-10-14,116,False,False,Mismatched,Late & Qty Mismatch,6
R04916,O04916,P0372,2025-02-12,Wrong Item,2,S039,Bag,18.93,76,C04916,2025-02-19,1,Submitted,2025-01-01,42,True,False,Mismatched,Qty Mismatch,7
R04917,O04917,P0294,2025-03-17,Defective,3,S019,Camera,186.49,79,C04917,2025-03-26,4,Submitted,2025-01-20,56,True,False,Mismatched,Qty Mismatch,12
R04918,O04918,P0253,2025-04-19,Wrong Item,6,S022,Unit,427.06,53,C04918,2025-04-19,5,Submitted,2025-01-22,87,False,False,Mismatched,Late & Qty Mismatch,16
R04919,O04919,P0143,2025-02-27,Damaged,4,S003,Forward,253.65,90,C04919,2025-03-04,5,Submitted,2024-11-23,96,False,False,Mismatched,Late & Qty Mismatch,9
R04920,O04920,P0250,2025-03-05,Defective,4,S006,Education,427.97,57,C04920,2025-03-13,4,Submitted,2025-02-15,18,True,True,Matched,No Issue,10
R04921,O04921,P0366,2025-03-25,Expired,9,S045,Cover,199.19,74,C04921,2025-03-27,9,Submitted,2024-12-26,89,False,True,Mismatched,Late Return,13
R04922,O04922,P0436,2025-03-19,Defective,6,S036,Art,353.47,79,C04922,2025-03-24,5,Approved,2025-01-15,63,True,False,Mismatched,Qty Mismatch,12
R04923,O04923,P0463,2025-03-10,Defective,2,S043,Four,375.56,43,C04923,2025-03-12,2,Submitted,2025-01-24,45,False,True,Mismatched,Late Return,11
R04924,O04924,P0302,2025-04-07,Expired,7,S026,Drug,270.36,51,C04924,2025-04-11,8,Submitted,2025-02-26,40,True,False,Mismatched,Qty Mismatch,15
R04925,O04925,P0025,2025-02-11,Damaged,3,S018,Agreement,233.47,40,C04925,2025-02-17,4,Submitted,2024-12-07,66,False,False,Mismatched,Late & Qty Mismatch,7
R04926,O04926,P0277,2025-03-24,Changed Mind,9,S004,Development,401.16,70,C04926,2025-04-02,9,Approved,2024-12-24,90,False,True,Mismatched,Late Return,13
R04927,O04927,P0472,2025-02-08,Changed Mind,6,S042,Individual,485.24,81,C04927,2025-02-11,5,Approved,2025-01-26,13,True,False,Mismatched,Qty Mismatch,6
R04928,O04928,P0377,2025-03-01,Expired,8,S033,Oil,423.99,54,C04928,2025-03-04,9,Submitted,2025-02-10,19,True,False,Mismatched,Qty Mismatch,9
R04929,O04929,P0378,2025-03-15,Damaged,1,S023,Billion,21.4,47,C04929,2025-03-21,0,Submitted,2025-02-09,34,True,False,Mismatched,Qty Mismatch,11
R04930,O04930,P0389,2025-03-27,Wrong Item,2,S039,Compare,377.8,56,C04930,2025-03-31,3,Submitted,2024-12-31,86,False,False,Mismatched,Late & Qty Mismatch,13
R04931,O04931,P0070,2025-02-23,Expired,6,S032,Finally,493.57,22,C04931,2025-02-23,5,Submitted,2025-01-30,24,False,False,Mismatched,Late & Qty Mismatch,8
R04932,O04932,P0113,2025-02-23,Changed Mind,3,S017,Election,465.55,52,C04932,2025-03-04,2,Submitted,2025-02-20,3,True,False,Mismatched,Qty Mismatch,8
R04933,O04933,P0363,2025-02-16,Damaged,1,S026,List,234.54,32,C04933,2025-02-17,2,Submitted,2024-12-22,56,False,False,Mismatched,Late & Qty Mismatch,7
R04934,O04934,P0112,2025-03-17,Defective,6,S042,Shoulder,89.0,51,C04934,2025-03-22,7,Submitted,2025-03-16,1,True,False,Mismatched,Qty Mismatch,12
R04935,O04935,P0364,2025-02-07,Damaged,5,S004,Challenge,277.35,84,C04935,2025-02-15,4,Submitted,2024-12-04,65,True,False,Mismatched,Qty Mismatch,6
R04936,O04936,P0303,2025-02-20,Damaged,9,S014,Per,274.91,75,C04936,2025-02-26,10,Submitted,2024-11-24,88,False,False,Mismatched,Late & Qty Mismatch,8
R04937,O04937,P0471,2025-04-05,Changed Mind,6,S008,Evidence,15.96,41,C04937,2025-04-08,6,Submitted,2024-12-16,110,False,True,Mismatched,Late Return,14
R04938,O04938,P0452,2025-03-12,Changed Mind,5,S046,Employee,283.62,46,C04938,2025-03-13,6,Submitted,2024-12-16,86,False,False,Mismatched,Late & Qty Mismatch,11
R04939,O04939,P0091,2025-05-01,Wrong Item,1,S037,Husband,68.6,21,C04939,2025-05-04,0,Approved,2025-04-11,20,True,False,Mismatched,Qty Mismatch,18
R04940,O04940,P0018,2025-03-25,Wrong Item,1,S010,Almost,267.13,66,C04940,2025-03-29,2,Approved,2024-11-29,116,False,False,Mismatched,Late & Qty Mismatch,13
R04941,O04941,P0149,2025-03-04,Expired,1,S050,Who,35.22,26,C04941,2025-03-05,2,Rejected,2024-11-16,108,False,False,Mismatched,Late & Qty Mismatch,10
R04942,O04942,P0476,2025-04-05,Defective,7,S009,First,496.55,73,C04942,2025-04-05,6,Submitted,2025-01-07,88,False,False,Mismatched,Late & Qty Mismatch,14
R04943,O04943,P0227,2025-02-17,Wrong Item,6,S010,Politics,486.78,30,C04943,2025-02-20,7,Submitted,2024-11-19,90,False,False,Mismatched,Late & Qty Mismatch,8
R04944,O04944,P0214,2025-04-03,Changed Mind,5,S010,Everyone,119.89,22,C04944,2025-04-08,4,Approved,2025-02-11,51,False,False,Mismatched,Late & Qty Mismatch,14
R04945,O04945,P0360,2025-04-09,Damaged,4,S005,Dark,291.98,86,C04945,2025-04-09,3,Submitted,2025-01-25,74,True,False,Mismatched,Qty Mismatch,15
R04946,O04946,P0151,2025-04-07,Expired,8,S021,Low,455.05,85,C04946,2025-04-07,7,Submitted,2025-01-20,77,True,False,Mismatched,Qty Mismatch,15
R04947,O04947,P0192,2025-04-18,Wrong Item,8,S023,Yes,449.64,75,C04947,2025-04-26,7,Submitted,2025-01-28,80,False,False,Mismatched,Late & Qty Mismatch,16
R04948,O04948,P0451,2025-02-12,Damaged,5,S026,Over,390.8,20,C04948,2025-02-16,5,Submitted,2024-10-18,117,False,True,Mismatched,Late Return,7
R04949,O04949,P0040,2025-03-27,Damaged,4,S035,Song,225.67,46,C04949,2025-03-28,4,Approved,2025-03-13,14,True,True,Matched,No Issue,13
R04950,O04950,P0242,2025-03-03,Wrong Item,2,S019,After,477.43,31,C04950,2025-03-04,1,Approved,2025-01-17,45,False,False,Mismatched,Late & Qty Mismatch,10
R04951,O04951,P0138,2025-02-10,Defective,7,S008,White,354.48,52,C04951,2025-02-13,8,Rejected,2024-10-19,114,False,False,Mismatched,Late & Qty Mismatch,7
R04952,O04952,P0345,2025-03-14,Defective,5,S035,Treat,205.27,70,C04952,2025-03-15,5,Rejected,2025-02-12,30,True,True,Matched,No Issue,11
R04953,O04953,P0180,2025-03-01,Expired,3,S026,Response,77.39,47,C04953,2025-03-04,2,Submitted,2024-12-30,61,False,False,Mismatched,Late & Qty Mismatch,9
R04954,O04954,P0497,2025-03-10,Defective,9,S009,Authority,295.99,74,C04954,2025-03-15,9,Submitted,2025-02-05,33,True,True,Matched,No Issue,11
R04955,O04955,P0200,2025-03-27,Expired,9,S003,Social,392.14,65,C04955,2025-04-02,8,Submitted,2025-02-20,35,True,False,Mismatched,Qty Mismatch,13
R04956,O04956,P0203,2025-04-04,Changed Mind,8,S046,Put,89.2,58,C04956,2025-04-09,8,Submitted,2024-12-22,103,False,True,Mismatched,Late Return,14
R04957,O04957,P0061,2025-03-27,Wrong Item,1,S009,Animal,200.45,17,C04957,2025-03-30,0,Submitted,2025-02-12,43,False,False,Mismatched,Late & Qty Mismatch,13
R04958,O04958,P0192,2025-04-16,Damaged,3,S023,Yes,449.64,75,C04958,2025-04-25,3,Submitted,2025-02-13,62,True,True,Matched,No Issue,16
R04959,O04959,P0005,2025-03-03,Expired,2,S013,Face,86.45,89,C04959,2025-03-05,2,Submitted,2024-12-17,76,True,True,Matched,No Issue,10
