return_id,order_id,product_id,return_date,reason,qty,supplier_id
R05050,O05050,P0445,2025-04-10,Defective,6,S040
R05051,O05051,P0143,2025-02-27,Defective,7,S003
R05052,O05052,P0310,2025-03-20,Defective,2,S003
R05053,O05053,P0283,2025-03-21,Damaged,1,S002
R05054,O05054,P0269,2025-03-28,Defective,6,S036
R05055,O05055,P0241,2025-02-24,Changed Mind,3,S044
R05056,O05056,P0415,2025-03-30,Changed Mind,4,S010
R05057,O05057,P0245,2025-04-02,Defective,9,S037
R05058,O05058,P0163,2025-04-03,Wrong Item,3,S026
R05059,O05059,P0060,2025-04-04,Changed Mind,2,S014
R05060,O05060,P0006,2025-03-22,Wrong Item,2,S028
R05061,O05061,P0197,2025-03-26,Damaged,2,S026
R05062,O05062,P0470,2025-03-29,Changed Mind,6,S037
R05063,O05063,P0058,2025-04-24,Wrong Item,2,S017
R05064,O05064,P0305,2025-03-22,Defective,7,S037
R05065,O05065,P0407,2025-02-02,Damaged,7,S037
R05066,O05066,P0217,2025-03-14,Expired,7,S039
R05067,O05067,P0418,2025-04-24,Expired,2,S013
R05068,O05068,P0026,2025-03-25,Defective,7,S032
R05069,O05069,P0303,2025-03-03,Damaged,8,S014
R05070,O05070,P0005,2025-03-05,Damaged,8,S013
R05071,O05071,P0474,2025-04-30,Damaged,2,S028
R05072,O05072,P0020,2025-02-28,Damaged,5,S050
R05073,O05073,P0390,2025-02-17,Expired,6,S006
R05074,O05074,P0198,2025-04-05,Wrong Item,9,S014
R05075,O05075,P0059,2025-03-27,Damaged,6,S021
R05076,O05076,P0448,2025-03-01,Wrong Item,6,S008
R05077,O05077,P0242,2025-04-13,Damaged,6,S019
R05078,O05078,P0146,2025-02-25,Changed Mind,9,S027
R05079,O05079,P0388,2025-03-30,Changed Mind,7,S040
R05080,O05080,P0273,2025-03-26,Changed Mind,1,S002
R05081,O05081,P0249,2025-03-25,Damaged,1,S045
R05082,O05082,P0014,2025-04-02,Wrong Item,4,S005
R05083,O05083,P0462,2025-02-28,Expired,2,S040
R05084,O05084,P0013,2025-04-09,Defective,3,S018
R05085,O05085,P0391,2025-02-04,Expired,7,S006
R05086,O05086,P0384,2025-03-17,Damaged,7,S047
R05087,O05087,P0044,2025-02-13,Changed Mind,3,S006
R05088,O05088,P0375,2025-02-08,Changed Mind,2,S032
R05089,O05089,P0399,2025-04-13,Wrong Item,1,S033
R05090,O05090,P0019,2025-02-24,Damaged,9,S030
R05091,O05091,P0063,2025-03-29,Expired,3,S001
R05092,O05092,P0491,2025-02-26,Damaged,9,S023
R05093,O05093,P0239,2025-02-25,Damaged,4,S040
R05094,O05094,P0492,2025-04-09,Changed Mind,6,S001
R05095,O05095,P0419,2025-03-28,Expired,7,S031
R05096,O05096,P0337,2025-04-24,Defective,6,S005
R05097,O05097,P0419,2025-04-09,Changed Mind,1,S031
R05098,O05098,P0403,2025-04-02,Expired,6,S036
R05099,O05099,P0404,2025-03-07,Wrong Item,6,S029
R05100,O05100,P0100,2025-02-17,Changed Mind,5,S050
R05101,O05101,P0163,2025-04-13,Wrong Item,3,S026
R05102,O05102,P0416,2025-02-23,Changed Mind,3,S033
R05103,O05103,P0122,2025-02-18,Damaged,7,S024
R05104,O05104,P0432,2025-03-21,Expired,8,S045
R05105,O05105,P0044,2025-02-04,Wrong Item,3,S006
R05106,O05106,P0360,2025-05-01,Changed Mind,3,S005
R05107,O05107,P0408,2025-04-30,Wrong Item,7,S027
R05108,O05108,P0317,2025-03-27,Changed Mind,7,S010
R05109,O05109,P0381,2025-04-16,Changed Mind,9,S025
R05110,O05110,P0145,2025-04-18,Defective,6,S003
R05111,O05111,P0327,2025-04-10,Defective,7,S017
R05112,O05112,P0363,2025-03-11,Defective,1,S026
R05113,O05113,P0050,2025-03-08,Wrong Item,7,S038
R05114,O05114,P0065,2025-04-02,Damaged,2,S013
R05115,O05115,P0355,2025-04-08,Changed Mind,7,S014
R05116,O05116,P0288,2025-02-17,Expired,3,S045
R05117,O05117,P0164,2025-03-25,Defective,9,S046
R05118,O05118,P0141,2025-04-18,Wrong Item,5,S004
R05119,O05119,P0454,2025-02-06,Wrong Item,7,S012
R05120,O05120,P0314,2025-02-25,Wrong Item,8,S010
R05121,O05121,P0128,2025-04-16,Expired,2,S043
R05122,O05122,P0398,2025-02-06,Expired,1,S029
R05123,O05123,P0421,2025-03-15,Defective,7,S036
R05124,O05124,P0368,2025-03-16,Expired,6,S025
R05125,O05125,P0463,2025-03-16,Defective,6,S043
R05126,O05126,P0239,2025-04-28,Expired,2,S040
R05127,O05127,P0324,2025-04-26,Expired,3,S001
R05128,O05128,P0296,2025-02-23,Expired,4,S033
R05129,O05129,P0187,2025-04-04,Defective,3,S047
R05130,O05130,P0208,2025-03-09,Changed Mind,2,S038
R05131,O05131,P0220,2025-02-25,Defective,3,S044
R05132,O05132,P0400,2025-03-21,Changed Mind,6,S030
R05133,O05133,P0190,2025-03-13,Wrong Item,9,S026
R05134,O05134,P0388,2025-02-27,Wrong Item,4,S040
R05135,O05135,P0429,2025-04-14,Defective,6,S047
R05136,O05136,P0346,2025-03-08,Changed Mind,1,S035
R05137,O05137,P0284,2025-03-02,Changed Mind,6,S015
R05138,O05138,P0352,2025-03-21,Changed Mind,3,S011
R05139,O05139,P0237,2025-04-29,Wrong Item,9,S047
R05140,O05140,P0194,2025-02-10,Defective,4,S024
R05141,O05141,P0287,2025-03-21,Damaged,7,S026
R05142,O05142,P0259,2025-03-05,Changed Mind,4,S030
R05143,O05143,P0246,2025-04-18,Changed Mind,6,S006
R05144,O05144,P0136,2025-03-28,Damaged,7,S011
R05145,O05145,P0280,2025-04-01,Defective,2,S049
R05146,O05146,P0271,2025-02-26,Changed Mind,6,S031
R05147,O05147,P0171,2025-02-26,Defective,8,S009
R05148,O05148,P0159,2025-04-15,Changed Mind,6,S001
R05149,O05149,P0201,2025-02-24,Expired,2,S047
R05150,O05150,P0487,2025-03-26,Changed Mind,4,S021
R05151,O05151,P0045,2025-03-15,Expired,1,S028
R05152,O05152,P0450,2025-04-03,Defective,7,S047
R05153,O05153,P0264,2025-02-23,Changed Mind,8,S009
R05154,O05154,P0071,2025-04-03,Wrong Item,2,S034
R05155,O05155,P0364,2025-04-12,Wrong Item,5,S004
R05156,O05156,P0371,2025-03-20,Damaged,8,S008
R05157,O05157,P0103,2025-04-03,Wrong Item,8,S030
R05158,O05158,P0490,2025-05-02,Expired,5,S036
R05159,O05159,P0125,2025-03-02,Wrong Item,8,S006
R05160,O05160,P0313,2025-02-02,Wrong Item,6,S050
R05161,O05161,P0464,2025-02-02,Wrong Item,5,S012
R05162,O05162,P0483,2025-02-08,Changed Mind,4,S023
R05163,O05163,P0286,2025-03-11,Damaged,5,S008
R05164,O05164,P0458,2025-03-21,Defective,4,S018
R05165,O05165,P0230,2025-04-04,Damaged,1,S045
R05166,O05166,P0146,2025-03-05,Expired,3,S027
R05167,O05167,P0370,2025-04-08,Changed Mind,8,S040
R05168,O05168,P0197,2025-02-24,Changed Mind,7,S026
R05169,O05169,P0373,2025-02-05,Wrong Item,7,S040
R05170,O05170,P0221,2025-03-29,Wrong Item,3,S025
R05171,O05171,P0423,2025-02-07,Expired,9,S024
R05172,O05172,P0060,2025-03-27,Changed Mind,6,S014
R05173,O05173,P0098,2025-04-23,Defective,8,S034
R05174,O05174,P0171,2025-02-21,Damaged,8,S009
R05175,O05175,P0382,2025-03-27,Changed Mind,3,S017
R05176,O05176,P0173,2025-02-12,Defective,4,S047
R05177,O05177,P0151,2025-04-29,Defective,6,S021
R05178,O05178,P0453,2025-02-09,Damaged,2,S043
R05179,O05179,P0350,2025-03-28,Defective,7,S029
R05180,O05180,P0390,2025-03-07,Expired,2,S006
R05181,O05181,P0440,2025-04-11,Defective,5,S027
R05182,O05182,P0122,2025-04-01,Expired,4,S024
R05183,O05183,P0494,2025-04-15,Defective,9,S015
R05184,O05184,P0108,2025-02-18,Wrong Item,2,S033
R05185,O05185,P0004,2025-02-11,Defective,7,S020
R05186,O05186,P0093,2025-02-18,Expired,7,S014
R05187,O05187,P0407,2025-02-28,Defective,7,S037
R05188,O05188,P0006,2025-04-02,Defective,1,S028
R05189,O05189,P0288,2025-02-08,Defective,8,S045
R05190,O05190,P0106,2025-03-14,Expired,2,S034
R05191,O05191,P0146,2025-05-02,Defective,5,S027
R05192,O05192,P0271,2025-04-12,Damaged,2,S031
R05193,O05193,P0424,2025-04-05,Damaged,5,S015
R05194,O05194,P0378,2025-04-03,Expired,7,S023
R05195,O05195,P0096,2025-04-12,Wrong Item,6,S039
R05196,O05196,P0457,2025-02-25,Damaged,5,S040
R05197,O05197,P0229,2025-04-13,Changed Mind,4,S041
R05198,O05198,P0202,2025-02-26,Damaged,8,S023
R05199,O05199,P0212,2025-02-07,Changed Mind,8,S037
R05200,O05200,P0006,2025-03-08,Expired,1,S028
R05201,O05201,P0112,2025-05-02,Wrong Item,2,S042
R05202,O05202,P0376,2025-02-25,Changed Mind,3,S038
R05203,O05203,P0379,2025-04-16,Changed Mind,1,S015
R05204,O05204,P0447,2025-02-18,Damaged,3,S006
R05205,O05205,P0323,2025-02-08,Changed Mind,8,S020
R05206,O05206,P0106,2025-05-01,Expired,4,S034
R05207,O05207,P0139,2025-02-20,Expired,7,S004
R05208,O05208,P0299,2025-03-09,Expired,7,S012
R05209,O05209,P0401,2025-04-01,Damaged,5,S039
R05210,O05210,P0096,2025-02-11,Wrong Item,1,S039
R05211,O05211,P0388,2025-03-22,Damaged,4,S040
R05212,O05212,P0447,2025-03-12,Expired,7,S006
R05213,O05213,P0452,2025-03-29,Damaged,5,S046
R05214,O05214,P0337,2025-02-11,Expired,2,S005
R05215,O05215,P0297,2025-03-13,Defective,8,S020
R05216,O05216,P0467,2025-02-25,Defective,2,S048
R05217,O05217,P0389,2025-02-05,Changed Mind,8,S039
R05218,O05218,P0416,2025-02-08,Wrong Item,2,S033
R05219,O05219,P0214,2025-04-08,Defective,5,S010
R05220,O05220,P0454,2025-04-12,Expired,4,S012
R05221,O05221,P0291,2025-02-03,Damaged,1,S006
R05222,O05222,P0022,2025-03-18,Damaged,8,S005
R05223,O05223,P0193,2025-04-01,Changed Mind,3,S014
R05224,O05224,P0468,2025-02-02,Damaged,4,S004
R05225,O05225,P0150,2025-02-05,Defective,4,S019
R05226,O05226,P0368,2025-03-09,Damaged,5,S025
R05227,O05227,P0247,2025-02-15,Defective,3,S026
R05228,O05228,P0267,2025-03-03,Defective,9,S040
R05229,O05229,P0461,2025-03-09,Wrong Item,4,S047
R05230,O05230,P0251,2025-02-02,Changed Mind,4,S037
R05231,O05231,P0490,2025-04-06,Expired,6,S036
R05232,O05232,P0003,2025-04-12,Defective,8,S033
R05233,O05233,P0393,2025-03-17,Changed Mind,7,S007
R05234,O05234,P0316,2025-03-10,Expired,4,S023
R05235,O05235,P0076,2025-04-08,Damaged,4,S026
R05236,O05236,P0087,2025-04-16,Changed Mind,5,S048
R05237,O05237,P0270,2025-02-08,Changed Mind,5,S024
R05238,O05238,P0225,2025-02-22,Changed Mind,1,S025
R05239,O05239,P0018,2025-03-08,Damaged,8,S010
R05240,O05240,P0113,2025-04-05,Damaged,5,S017
R05241,O05241,P0251,2025-04-13,Changed Mind,3,S037
R05242,O05242,P0233,2025-02-12,Wrong Item,3,S036
R05243,O05243,P0329,2025-03-22,Defective,4,S011
R05244,O05244,P0279,2025-05-02,Damaged,7,S006
R05245,O05245,P0202,2025-03-04,Wrong Item,5,S023
R05246,O05246,P0083,2025-03-01,Damaged,1,S005
R05247,O05247,P0125,2025-02-06,Changed Mind,5,S006
R05248,O05248,P0175,2025-05-02,Wrong Item,5,S047
R05249,O05249,P0069,2025-04-01,Expired,6,S040
R05250,O05250,P0047,2025-03-06,Defective,7,S005
R05251,O05251,P0372,2025-04-19,Defective,5,S039
R05252,O05252,P0256,2025-03-04,Damaged,2,S006
R05253,O05253,P0215,2025-04-18,Defective,2,S039
R05254,O05254,P0030,2025-04-11,Expired,4,S021
R05255,O05255,P0281,2025-02-28,Wrong Item,1,S030
R05256,O05256,P0412,2025-02-20,Wrong Item,7,S002
R05257,O05257,P0482,2025-03-23,Changed Mind,1,S011
R05258,O05258,P0237,2025-04-30,Wrong Item,3,S047
R05259,O05259,P0248,2025-04-02,Damaged,7,S034
R05260,O05260,P0368,2025-02-28,Expired,6,S025
R05261,O05261,P0495,2025-03-09,Changed Mind,7,S021
R05262,O05262,P0025,2025-02-11,Damaged,5,S018
R05263,O05263,P0074,2025-04-04,Damaged,8,S008
R05264,O05264,P0206,2025-03-17,Damaged,6,S045
R05265,O05265,P0490,2025-04-22,Defective,4,S036
R05266,O05266,P0494,2025-03-13,Damaged,1,S015
R05267,O05267,P0314,2025-02-19,Defective,2,S010
R05268,O05268,P0094,2025-02-05,Wrong Item,6,S002
R05269,O05269,P0375,2025-02-04,Defective,4,S032
R05270,O05270,P0127,2025-05-02,Damaged,3,S013
R05271,O05271,P0425,2025-02-23,Expired,7,S029
R05272,O05272,P0025,2025-03-08,Expired,7,S018
R05273,O05273,P0334,2025-04-14,Wrong Item,2,S030
R05274,O05274,P0355,2025-03-31,Damaged,8,S014
R05275,O05275,P0116,2025-03-18,Defective,1,S004
R05276,O05276,P0048,2025-04-29,Expired,7,S031
R05277,O05277,P0226,2025-04-16,Changed Mind,1,S004
R05278,O05278,P0266,2025-04-29,Damaged,3,S031
R05279,O05279,P0099,2025-02-03,Damaged,3,S038
R05280,O05280,P0459,2025-03-04,Changed Mind,2,S025
R05281,O05281,P0011,2025-03-04,Expired,5,S035
R05282,O05282,P0085,2025-04-07,Changed Mind,4,S030
R05283,O05283,P0405,2025-03-10,Wrong Item,6,S038
R05284,O05284,P0214,2025-02-21,Defective,2,S010
R05285,O05285,P0173,2025-04-01,Defective,4,S047
R05286,O05286,P0391,2025-03-21,Expired,7,S006
R05287,O05287,P0209,2025-04-27,Changed Mind,1,S035
R05288,O05288,P0448,2025-04-21,Damaged,3,S008
R05289,O05289,P0382,2025-03-22,Damaged,1,S017
R05290,O05290,P0064,2025-04-09,Damaged,2,S045
R05291,O05291,P0258,2025-02-22,Wrong Item,9,S004
R05292,O05292,P0332,2025-02-08,Wrong Item,5,S038
R05293,O05293,P0121,2025-04-09,Damaged,4,S020
R05294,O05294,P0298,2025-03-18,Expired,4,S049
R05295,O05295,P0466,2025-02-03,Wrong Item,8,S036
R05296,O05296,P0054,2025-04-24,Wrong Item,3,S037
R05297,O05297,P0331,2025-03-29,Defective,4,S024
R05298,O05298,P0272,2025-02-23,Defective,2,S006
R05299,O05299,P0241,2025-04-01,Expired,6,S044
R05300,O05300,P0243,2025-02-03,Wrong Item,9,S042
R05301,O05301,P0018,2025-03-30,Wrong Item,4,S010
R05302,O05302,P0483,2025-04-24,Changed Mind,6,S023
R05303,O05303,P0187,2025-04-16,Expired,4,S047
R05304,O05304,P0346,2025-02-10,Expired,2,S035
R05305,O05305,P0144,2025-03-29,Changed Mind,6,S032
R05306,O05306,P0262,2025-04-18,Changed Mind,7,S031
R05307,O05307,P0441,2025-02-07,Defective,4,S005
R05308,O05308,P0364,2025-04-16,Expired,7,S004
R05309,O05309,P0491,2025-02-12,Expired,8,S023
R05310,O05310,P0431,2025-03-27,Changed Mind,3,S012
R05311,O05311,P0239,2025-03-29,Damaged,2,S040
R05312,O05312,P0304,2025-02-07,Damaged,5,S038
R05313,O05313,P0298,2025-02-20,Defective,2,S049
R05314,O05314,P0076,2025-03-04,Damaged,5,S026
R05315,O05315,P0188,2025-04-18,Damaged,6,S022
R05316,O05316,P0333,2025-04-09,Damaged,8,S035
R05317,O05317,P0388,2025-03-10,Wrong Item,6,S040
R05318,O05318,P0487,2025-02-12,Defective,4,S021
R05319,O05319,P0246,2025-04-04,Changed Mind,3,S006
R05320,O05320,P0130,2025-03-23,Damaged,2,S048
R05321,O05321,P0474,2025-03-02,Wrong Item,1,S028
R05322,O05322,P0315,2025-04-29,Damaged,2,S005
R05323,O05323,P0411,2025-02-21,Wrong Item,2,S022
R05324,O05324,P0283,2025-02-06,Defective,5,S002
R05325,O05325,P0079,2025-02-17,Damaged,9,S050
R05326,O05326,P0072,2025-02-07,Wrong Item,1,S028
R05327,O05327,P0263,2025-02-26,Expired,4,S024
R05328,O05328,P0191,2025-04-11,Expired,7,S028
R05329,O05329,P0367,2025-02-17,Wrong Item,3,S042
R05330,O05330,P0375,2025-03-07,Damaged,8,S032
R05331,O05331,P0430,2025-02-16,Damaged,3,S004
R05332,O05332,P0063,2025-02-23,Defective,8,S001
R05333,O05333,P0488,2025-03-26,Defective,2,S026
R05334,O05334,P0380,2025-02-14,Changed Mind,5,S033
R05335,O05335,P0012,2025-04-14,Defective,4,S006
R05336,O05336,P0141,2025-03-30,Damaged,9,S004
R05337,O05337,P0254,2025-03-07,Changed Mind,3,S021
R05338,O05338,P0043,2025-02-16,Defective,5,S048
R05339,O05339,P0017,2025-04-22,Wrong Item,9,S002
R05340,O05340,P0063,2025-02-09,Expired,6,S001
R05341,O05341,P0253,2025-02-02,Defective,2,S022
R05342,O05342,P0465,2025-04-26,Defective,1,S044
R05343,O05343,P0376,2025-04-06,Wrong Item,1,S038
R05344,O05344,P0292,2025-03-27,Damaged,7,S026
R05345,O05345,P0469,2025-02-27,Wrong Item,2,S005
R05346,O05346,P0008,2025-04-05,Defective,7,S029
R05347,O05347,P0325,2025-04-14,Damaged,1,S037
R05348,O05348,P0090,2025-03-16,Changed Mind,4,S015
R05349,O05349,P0208,2025-02-13,Defective,4,S038
R05350,O05350,P0292,2025-02-14,Wrong Item,5,S026
R05351,O05351,P0284,2025-02-26,Changed Mind,1,S015
R05352,O05352,P0118,2025-03-14,Expired,7,S017
R05353,O05353,P0349,2025-02-23,Changed Mind,2,S022
R05354,O05354,P0175,2025-02-17,Wrong Item,2,S047
R05355,O05355,P0076,2025-04-05,Changed Mind,8,S026
R05356,O05356,P0101,2025-03-27,Wrong Item,9,S034
R05357,O05357,P0414,2025-04-07,Defective,6,S005
R05358,O05358,P0151,2025-03-29,Damaged,1,S021
R05359,O05359,P0400,2025-02-09,Expired,1,S030
R05360,O05360,P0270,2025-04-17,Damaged,7,S024
R05361,O05361,P0458,2025-03-01,Damaged,8,S018
R05362,O05362,P0071,2025-03-11,Damaged,3,S034
R05363,O05363,P0493,2025-03-24,Wrong Item,9,S040
R05364,O05364,P0180,2025-02-19,Wrong Item,4,S026
R05365,O05365,P0124,2025-05-01,Expired,4,S034
R05366,O05366,P0381,2025-04-30,Wrong Item,3,S025
R05367,O05367,P0293,2025-03-29,Wrong Item,8,S004
R05368,O05368,P0285,2025-04-20,Wrong Item,9,S011
R05369,O05369,P0195,2025-05-01,Wrong Item,1,S002
R05370,O05370,P0399,2025-03-19,Defective,2,S033
R05371,O05371,P0228,2025-03-15,Expired,1,S003
R05372,O05372,P0431,2025-03-30,Wrong Item,4,S012
R05373,O05373,P0430,2025-02-20,Expired,7,S004
R05374,O05374,P0436,2025-02-06,Changed Mind,7,S036
R05375,O05375,P0275,2025-02-12,Defective,6,S028
R05376,O05376,P0461,2025-02-15,Wrong Item,5,S047
R05377,O05377,P0106,2025-04-18,Defective,4,S034
R05378,O05378,P0021,2025-04-25,Defective,8,S045
R05379,O05379,P0064,2025-03-18,Changed Mind,7,S045
R05380,O05380,P0165,2025-02-16,Expired,1,S034
R05381,O05381,P0027,2025-04-26,Defective,6,S047
R05382,O05382,P0311,2025-02-06,Damaged,2,S033
R05383,O05383,P0500,2025-03-06,Changed Mind,4,S026
R05384,O05384,P0285,2025-02-20,Damaged,5,S011
R05385,O05385,P0148,2025-02-24,Changed Mind,8,S032
R05386,O05386,P0281,2025-03-29,Damaged,6,S030
R05387,O05387,P0326,2025-04-23,Damaged,2,S009
R05388,O05388,P0319,2025-03-14,Defective,5,S002
R05389,O05389,P0164,2025-02-11,Defective,5,S046
R05390,O05390,P0386,2025-02-06,Changed Mind,6,S014
R05391,O05391,P0406,2025-03-22,Expired,1,S033
R05392,O05392,P0224,2025-02-16,Defective,8,S020
R05393,O05393,P0272,2025-02-04,Defective,3,S006
R05394,O05394,P0146,2025-03-20,Wrong Item,5,S027
R05395,O05395,P0453,2025-02-08,Defective,7,S043
R05396,O05396,P0438,2025-02-23,Expired,3,S026
R05397,O05397,P0356,2025-03-14,Wrong Item,6,S030
R05398,O05398,P0030,2025-03-26,Damaged,5,S021
R05399,O05399,P0045,2025-03-11,Damaged,7,S028
R05400,O05400,P0275,2025-04-10,Wrong Item,3,S028
R05401,O05401,P0471,2025-04-23,Wrong Item,2,S008
R05402,O05402,P0034,2025-02-22,Wrong Item,4,S027
R05403,O05403,P0141,2025-02-11,Changed Mind,3,S004
R05404,O05404,P0427,2025-02-22,Expired,4,S005
R05405,O05405,P0318,2025-02-23,Expired,7,S044
R05406,O05406,P0374,2025-03-11,Damaged,5,S014
R05407,O05407,P0221,2025-02-19,Damaged,4,S025
R05408,O05408,P0356,2025-04-23,Damaged,6,S030
R05409,O05409,P0022,2025-02-08,Defective,7,S005
R05410,O05410,P0180,2025-03-26,Damaged,5,S026
R05411,O05411,P0436,2025-02-06,Wrong Item,7,S036
R05412,O05412,P0367,2025-03-13,Damaged,3,S042
R05413,O05413,P0420,2025-02-21,Wrong Item,7,S047
R05414,O05414,P0329,2025-03-28,Changed Mind,3,S011
R05415,O05415,P0231,2025-02-18,Defective,6,S018
R05416,O05416,P0499,2025-03-07,Defective,8,S010
R05417,O05417,P0403,2025-03-15,Expired,6,S036
R05418,O05418,P0038,2025-02-19,Changed Mind,3,S034
R05419,O05419,P0070,2025-03-06,Wrong Item,5,S032
R05420,O05420,P0116,2025-02-26,Changed Mind,9,S004
R05421,O05421,P0239,2025-03-04,Defective,8,S040
R05422,O05422,P0335,2025-02-04,Wrong Item,6,S031
R05423,O05423,P0441,2025-03-25,Changed Mind,9,S005
R05424,O05424,P0148,2025-02-27,Defective,2,S032
R05425,O05425,P0009,2025-02-11,Wrong Item,9,S013
R05426,O05426,P0288,2025-03-15,Wrong Item,6,S045
R05427,O05427,P0388,2025-03-11,Defective,9,S040
R05428,O05428,P0050,2025-04-11,Wrong Item,4,S038
R05429,O05429,P0338,2025-02-21,Defective,5,S044
R05430,O05430,P0005,2025-02-28,Damaged,2,S013
R05431,O05431,P0404,2025-02-16,Damaged,3,S029
R05432,O05432,P0343,2025-04-14,Wrong Item,1,S034
R05433,O05433,P0126,2025-04-28,Wrong Item,4,S002
R05434,O05434,P0075,2025-04-24,Defective,2,S039
R05435,O05435,P0165,2025-03-26,Wrong Item,2,S034
R05436,O05436,P0278,2025-03-23,Expired,1,S015
R05437,O05437,P0442,2025-02-22,Damaged,2,S020
R05438,O05438,P0324,2025-03-11,Wrong Item,4,S001
R05439,O05439,P0477,2025-03-20,Wrong Item,6,S029
R05440,O05440,P0300,2025-04-20,Changed Mind,7,S047
R05441,O05441,P0290,2025-02-21,Wrong Item,7,S005
R05442,O05442,P0077,2025-03-16,Expired,7,S034
R05443,O05443,P0298,2025-03-15,Damaged,4,S049
R05444,O05444,P0137,2025-02-03,Changed Mind,5,S016
R05445,O05445,P0106,2025-03-12,Defective,3,S034
R05446,O05446,P0095,2025-04-21,Defective,1,S011
R05447,O05447,P0135,2025-02-24,Damaged,8,S031
R05448,O05448,P0068,2025-03-13,Defective,7,S049
R05449,O05449,P0147,2025-02-22,Expired,9,S029
R05450,O05450,P0490,2025-04-26,Wrong Item,4,S036
R05451,O05451,P0478,2025-04-28,Damaged,5,S014
R05452,O05452,P0159,2025-04-25,Changed Mind,5,S001
R05453,O05453,P0384,2025-04-23,Wrong Item,7,S047
R05454,O05454,P0163,2025-03-11,Defective,9,S026
R05455,O05455,P0441,2025-02-05,Defective,8,S005
R05456,O05456,P0341,2025-05-02,Changed Mind,7,S011
R05457,O05457,P0189,2025-04-09,Expired,1,S014
R05458,O05458,P0415,2025-03-19,Changed Mind,6,S010
R05459,O05459,P0339,2025-03-12,Damaged,9,S050
R05460,O05460,P0095,2025-03-09,Changed Mind,7,S011
R05461,O05461,P0181,2025-04-15,Defective,1,S036
R05462,O05462,P0288,2025-04-05,Expired,9,S045
R05463,O05463,P0322,2025-02-10,Expired,3,S002
R05464,O05464,P0187,2025-03-18,Changed Mind,9,S047
R05465,O05465,P0372,2025-02-09,Damaged,4,S039
R05466,O05466,P0138,2025-04-10,Defective,9,S008
R05467,O05467,P0130,2025-04-05,Wrong Item,8,S048
R05468,O05468,P0194,2025-03-10,Expired,7,S024
R05469,O05469,P0316,2025-02-21,Changed Mind,4,S023
R05470,O05470,P0472,2025-03-06,Damaged,9,S042
R05471,O05471,P0273,2025-02-23,Damaged,4,S002
R05472,O05472,P0352,2025-05-02,Defective,1,S011
R05473,O05473,P0144,2025-02-03,Expired,6,S032
R05474,O05474,P0016,2025-04-03,Defective,4,S025
R05475,O05475,P0302,2025-02-16,Wrong Item,3,S026
R05476,O05476,P0423,2025-03-15,Wrong Item,5,S024
R05477,O05477,P0245,2025-03-25,Wrong Item,3,S037
R05478,O05478,P0415,2025-03-26,Damaged,9,S010
R05479,O05479,P0107,2025-04-30,Expired,6,S038
R05480,O05480,P0088,2025-03-15,Defective,3,S047
R05481,O05481,P0129,2025-02-14,Defective,5,S043
R05482,O05482,P0395,2025-04-06,Wrong Item,8,S042
R05483,O05483,P0375,2025-02-18,Expired,8,S032
R05484,O05484,P0341,2025-04-21,Expired,6,S011
R05485,O05485,P0004,2025-03-30,Changed Mind,5,S020
R05486,O05486,P0327,2025-04-06,Expired,5,S017
R05487,O05487,P0410,2025-02-02,Expired,1,S004
R05488,O05488,P0367,2025-03-30,Defective,2,S042
R05489,O05489,P0306,2025-03-08,Expired,4,S011
R05490,O05490,P0396,2025-04-05,Expired,6,S015
R05491,O05491,P0095,2025-03-21,Defective,7,S011
R05492,O05492,P0209,2025-02-28,Expired,1,S035
R05493,O05493,P0225,2025-04-10,Defective,8,S025
R05494,O05494,P0459,2025-04-05,Changed Mind,1,S025
R05495,O05495,P0348,2025-03-29,Damaged,9,S040
R05496,O05496,P0480,2025-03-25,Defective,4,S041
R05497,O05497,P0321,2025-02-20,Defective,7,S040
R05498,O05498,P0047,2025-04-04,Expired,6,S005
R05499,O05499,P0476,2025-03-29,Defective,9,S009
R05500,O05500,P0181,2025-03-04,Wrong Item,2,S036
R05501,O05501,P0106,2025-04-26,Wrong Item,7,S034
R05502,O05502,P0199,2025-03-20,Changed Mind,5,S007
R05503,O05503,P0386,2025-04-24,Defective,7,S014
R05504,O05504,P0106,2025-03-06,Expired,1,S034
R05505,O05505,P0280,2025-02-06,Expired,9,S049
R05506,O05506,P0260,2025-03-08,Damaged,1,S011
R05507,O05507,P0108,2025-03-15,Changed Mind,5,S033
R05508,O05508,P0019,2025-02-05,Expired,8,S030
R05509,O05509,P0410,2025-03-06,Damaged,1,S004
R05510,O05510,P0459,2025-04-01,Expired,7,S025
R05511,O05511,P0296,2025-04-06,Damaged,2,S033
R05512,O05512,P0306,2025-03-24,Wrong Item,7,S011
R05513,O05513,P0171,2025-04-12,Wrong Item,7,S009
R05514,O05514,P0331,2025-02-14,Expired,9,S024
R05515,O05515,P0493,2025-03-04,Changed Mind,6,S040
R05516,O05516,P0195,2025-03-22,Defective,4,S002
R05517,O05517,P0012,2025-04-01,Changed Mind,7,S006
R05518,O05518,P0195,2025-04-09,Changed Mind,7,S002
R05519,O05519,P0490,2025-04-10,Defective,4,S036
R05520,O05520,P0283,2025-04-21,Wrong Item,2,S002
R05521,O05521,P0369,2025-04-06,Wrong Item,9,S018
R05522,O05522,P0182,2025-04-10,Defective,8,S001
R05523,O05523,P0450,2025-04-11,Damaged,5,S047
R05524,O05524,P0305,2025-03-02,Changed Mind,5,S037
